snapshot	board_exact	non_empty_accuracy	macro_f1	move_recall	false_change_rate	status	description
autoresearch/snapshots/20260417T005939Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep3_thresh3_total150_permove125_m9p8957061767578125_r0_v80.py	0.252071	0.898248	0.860342	0.484375	0.020699	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the confirmed strong props17 branch after v79 showed the narrowed-window path preserves the old 16-vs-17 proposal tradeoff and shrinking the event window from radius 1 to 0 to test whether eliminating extra local temporal spread can reduce the strong branch's false-change cost without losing its best non-empty and macro profile.
autoresearch/snapshots/20260417T010038Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep3_thresh3_total150_permove125_m10_r0_v81.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the still-no-op strong r0 branch from v80 and raising only the segmental move margin to 10.0 to test whether the zero-radius event window also preserves the known strong-to-conservative threshold and can recover the lower false-change tradeoff without a larger quality drop.
autoresearch/snapshots/20260417T010125Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props16_top10_detect10_minsep3_thresh3_total150_permove125_m9p8957061767578125_r0_v82.py	0.252071	0.884140	0.856280	0.484375	0.019405	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the strong-side move margin after v80-v81 showed the zero-radius branch keeps the old threshold and trimming proposal budget from 17 to 16 to test whether proposal-budget activity is likewise unchanged when the segment event window is collapsed to a single frame.
autoresearch/snapshots/20260417T010217Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props15_top10_detect10_minsep3_thresh3_total150_permove125_m9p8957061767578125_r0_v83.py	0.252071	0.828278	0.809589	0.468750	0.018111	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the zero-radius conservative branch from v82 and trimming proposal budget from 16 to 15 to test whether the known low-budget degradation also remains unchanged when the segment event window is collapsed to a single frame.
autoresearch/snapshots/20260417T010338Z_hybrid_lookahead_segmental_drop1_boardcands1_ratio95_props17_top10_detect10_minsep3_thresh3_total150_permove125_m9p8957061767578125_r0_v84.py	0.244970	0.898041	0.860191	0.484375	0.020699	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the confirmed strong zero-radius branch after v82-v83 showed the low-budget degradation is unchanged and trimming board evidence from two candidates to one to test whether the second board candidate is still necessary in the constrained strong family or is now mainly contributing extra false-change opportunities.
autoresearch/snapshots/20260417T010512Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v85.py	0.254438	0.884347	0.856334	0.500000	0.018111	keep	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the confirmed strong zero-radius branch after v82-v83 revalidated the 16-vs-15 proposal-budget split and relaxing only the primary event spacing from 3 to 2 to test whether denser primary move-timing proposals can recover temporal ambiguity cases that the current secondary-peak mechanism still misses.
autoresearch/snapshots/20260417T010613Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v86.py	0.254438	0.828484	0.809644	0.484375	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the new strong zero-radius minsep2 branch from v85 and trimming proposal budget from 17 to 16 to test whether the additional timing density made the 17th proposal unnecessary or whether proposal-budget activity remains the main active lever in this improved branch.
autoresearch/snapshots/20260417T010706Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_thresh3_total150_permove125_m10_r0_v87.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the new best zero-radius minsep2 branch from v85 and raising only the segmental move margin to 10.0 to test whether the improved branch still has a useful strong-to-conservative threshold tradeoff or whether its gain depends on staying at the lower strong-side margin.
autoresearch/snapshots/20260417T010826Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_secondarysep1_thresh3_total150_permove125_m9p8957061767578125_r0_v88.py	0.253254	0.884295	0.856308	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the new best zero-radius minsep2 branch from v85 and relaxing only the nearby-secondary spacing from 2 to 1 to test whether allowing adjacent-frame alternate proposal peaks can recover remaining temporal move-timing ambiguity that the denser primary proposal spacing still leaves unresolved.
autoresearch/snapshots/20260417T010937Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v89.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the new best zero-radius minsep2 branch from v85 and raising the proposal budget from 17 to 18 to test whether the denser primary timing proposals created useful headroom above the old props17 ceiling or whether extra event hypotheses still mostly add noise.
autoresearch/snapshots/20260417T011046Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total150_permove125_m10_r0_v90.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while probing the new minsep2 zero-radius branch above the current best by adding an 18th proposal and raising the move margin to 10.0 to test whether the props18 branch's stronger non-empty and macro profile can keep its gains while trimming the false-change regression relative to v85.
autoresearch/snapshots/20260417T011156Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total150_permove125_m9p947853088378906_r0_v91.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new best minsep2 zero-radius branch after v89-v90 showed the props18 upside disappears by m10 and splitting that move-margin interval in half to test whether an intermediate margin can keep the props18 non-empty and macro gains while trimming the false-change regression.
autoresearch/snapshots/20260417T011323Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total150_permove125_m9p908742904663086_r0_v92.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new minsep2 zero-radius branch after v89-v91 showed the props18 upside collapses above the strong-side margin and moving to a closer quarter-step margin to test whether any practical intermediate tradeoff exists between the props18 macro/non-empty gain and the lower false-change profile of v85.
autoresearch/snapshots/20260417T011436Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total150_permove150_m9p8957061767578125_r0_v93.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the new best minsep2 zero-radius branch after v89 showed a better non-empty and macro profile at props18 but a worse false-change tradeoff to test whether tightening only the per-added-move gain gate can keep the props18 upside while pruning noisier low-value temporal repairs.
autoresearch/snapshots/20260417T011542Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total200_permove125_m9p8957061767578125_r0_v94.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stronger secondary-metric props18 branch from v89-v93 by tightening only the total score-gain gate to 200 to test whether some lower-value extra repairs can be pruned while keeping the props18 non-empty and macro gains.
autoresearch/snapshots/20260417T011659Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect15_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v95.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stronger secondary-metric props18 branch from v89-v94 by tightening only the detect proposal threshold to 0.15 to test whether weaker detect-driven event peaks are causing the props18 false-change regression while the extra proposal budget otherwise remains useful.
autoresearch/snapshots/20260417T011746Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio100_props18_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v96.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stronger secondary-metric props18 branch from v89-v95 by tightening only the nearby-secondary ratio from 0.95 to 1.0 to test whether requiring equally strong adjacent proposals can trim false-change noise while keeping the extra proposal budget's better non-empty and macro profile.
autoresearch/snapshots/20260417T011900Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props19_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v97.py	0.254438	0.883417	0.849245	0.484375	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stronger secondary-metric props18 branch from v89-v96 by adding one more proposal on the new minsep2 zero-radius family to test whether denser primary timing proposals still have board-exact headroom above 18 candidates or whether extra event hypotheses beyond that point mainly add noise.
autoresearch/snapshots/20260417T012010Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_thresh2_total150_permove125_m9p8957061767578125_r0_v98.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v89-v97 showed proposal-budget expansion above 17 only changed secondary metrics and loosening only the board-change proposal threshold from 3/64 to 2/64 to test whether a slightly broader board-change trigger can recover additional temporal ambiguity cases in this denser proposal regime.
autoresearch/snapshots/20260417T012123Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r1_v99.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the new best minsep2 zero-radius branch from v85 and widening only the event window radius from 0 to 1 to test whether a small amount of local temporal context around the denser proposal set can improve board_exact further without giving back the current false-change win.
autoresearch/snapshots/20260417T012635Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top9_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v100.py	0.254438	0.830293	0.822417	0.484375	0.015524	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while keeping the new best minsep2 zero-radius branch from v85 and trimming move-search breadth from 10 to 9 to test whether the old top-move cliff between 8 and 10 shifts in this denser proposal regime or whether the improved branch still needs the full top10 search.
autoresearch/snapshots/20260417T012721Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top12_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v101.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v100 confirmed top9 is below the move-search cliff and widening only move-search breadth from 10 to 12 to test whether the improved branch has any upside above the minimum viable top10 search or whether extra move candidates remain a strict no-op here.
autoresearch/snapshots/20260417T012816Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props17_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v102.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v100-v101 confirmed the improved family still needs top10 move breadth and gains nothing from top12, and widening only board-state breadth from 2 to 3 to test whether one extra board hypothesis can recover remaining temporal ambiguity cases in this denser proposal regime or whether boardcands2 is already saturated here.
autoresearch/snapshots/20260417T012949Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top9_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v103.py	0.254438	0.841093	0.827722	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the active tradeoff between v89 and v100 by raising the proposal budget to 18 and trimming move-search breadth to 9 to test whether the stronger props18 branch can keep its board-exact ceiling while recovering some of the false-change win from the narrower move search without collapsing as hard as top9 did at props17.
autoresearch/snapshots/20260417T013052Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_thresh3_total125_permove125_m9p8957061767578125_r0_v104.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v98-v103 showed nearby proposal-generation knobs are either no-ops or harmful and loosening only the total score-gain gate from 150 to 125 to test whether borderline segmental repairs in this improved family are being left on the table even when per-added-move quality remains constrained.
autoresearch/snapshots/20260417T013145Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_thresh3_total150_permove100_m9p8957061767578125_r0_v105.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v104 showed a lower total gain gate is a no-op and loosening only the per-added-move gain gate from 125 to 100 to test whether borderline segmental repairs in this improved family are blocked by average-value screening rather than by the total gain threshold.
autoresearch/snapshots/20260417T013251Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect5_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v106.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v104-v105 showed looser hybrid selection gates are true no-ops and lowering only the detect proposal threshold from 0.1 to 0.05 to test whether capped extra detect-driven event peaks can recover remaining temporal ambiguity cases that the current board-change proposals still miss.
autoresearch/snapshots/20260417T013359Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_thresh4_total150_permove125_m9p8957061767578125_r0_v107.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v98-v106 showed nearby loosening knobs are either no-ops or harmful and tightening only the board-change proposal threshold from 3/64 to 4/64 to test whether a slightly stricter board-change trigger can trim residual noisy event proposals without giving up the current board-exact ceiling.
autoresearch/snapshots/20260417T013504Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_secondarysep3_thresh3_total150_permove125_m9p8957061767578125_r0_v108.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v98-v107 showed nearby threshold and gating tweaks are mostly no-ops and tightening only the nearby-secondary spacing from 2 to 3 to test whether the improved family still benefits from adjacent alternate proposal peaks or whether slightly stronger secondary suppression can trim residual noise without losing the current board-exact ceiling.
autoresearch/snapshots/20260417T013616Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh4_total150_permove125_m9p8957061767578125_r0_v109.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stable props18 tradeoff after v98-v108 showed the stronger props17 family is locally saturated and raising the proposal budget to 18 while tightening the board-change trigger from 3/64 to 4/64 to test whether the higher non-empty and macro profile from v89 can keep its board-exact ceiling while trimming the extra false-change noise.
autoresearch/snapshots/20260417T013716Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_secondarysep3_thresh3_total150_permove125_m9p8957061767578125_r0_v110.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stable props18 tradeoff after v89-v109 showed its higher non-empty and macro profile survives multiple threshold tweaks and raising only the secondary suppression from 2 to 3 alongside the 18-proposal budget to test whether slightly stronger nearby-peak pruning can keep the props18 upside while trimming its persistent false-change regression.
autoresearch/snapshots/20260417T013851Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_detectw0p25_v111.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v98-v110 showed nearby proposal-threshold tweaks are saturated and adding only a small detect-score weight of 0.25 to test whether explicit move-versus-stay change evidence can break the remaining temporal ambiguity ties that board-only segment scoring leaves unresolved.
autoresearch/snapshots/20260417T013948Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props17_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_movew0p25_v112.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while restoring the current best minsep2 zero-radius branch after v98-v111 showed nearby threshold tweaks and added detect evidence are saturated and adding only a small move-score weight of 0.25 to test whether explicit legal-move evidence can break the remaining temporal ambiguity ties that board-only segment scoring still leaves unresolved.
autoresearch/snapshots/20260417T014045Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_movew0p25_v113.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stable props18 tradeoff after v109-v112 showed the stronger props17 branch is locally saturated and adding only a small move-score weight of 0.25 on the 18-proposal branch to test whether explicit legal-move evidence can keep the props18 non-empty and macro upside while pruning some of its persistent false-change noise.
autoresearch/snapshots/20260417T014137Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_detectw0p25_v114.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stable props18 tradeoff after v109-v113 showed its higher non-empty and macro profile survives threshold tweaks and added move evidence, and adding only a small detect-score weight of 0.25 on the 18-proposal branch to test whether explicit move-versus-stay change evidence can keep the props18 upside while pruning some of its persistent false-change noise.
autoresearch/snapshots/20260417T014239Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_movew0p5_v115.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stable props18 tradeoff after v113-v114 showed small added move/detect evidence is still a no-op and raising only the move-score weight further to 0.5 on the 18-proposal branch to test whether the extra proposal budget needs a stronger legal-move signal before its higher non-empty and macro profile can improve the false-change tradeoff.
autoresearch/snapshots/20260417T014333Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props18_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_detectw0p5_v116.py	0.254438	0.898455	0.860396	0.500000	0.019405	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the stable props18 tradeoff after v109-v115 showed small added move/detect evidence and even move weight 0.5 were no-ops, and raising only the detect-score weight to 0.5 on the 18-proposal branch to test whether the extra proposal budget needs a stronger move-versus-stay change signal before its higher non-empty and macro profile can improve the false-change tradeoff.
autoresearch/snapshots/20260417T014449Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_movew0p25_v117.py	0.254438	0.828484	0.809644	0.484375	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the active props16-versus-props17 split after v111-v116 showed added move/detect evidence is inert on the saturated higher-budget branches and lowering the proposal budget to 16 while adding only a small move-score weight of 0.25 to test whether explicit legal-move evidence can recover some of the lost non-empty, macro, and recall on the conservative props16 branch without giving up its lower false-change profile.
autoresearch/snapshots/20260417T014609Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_detectw0p5_v118.py	0.254438	0.828484	0.809644	0.484375	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the active props16-versus-props17 split after v117 showed small added move evidence is inert on the conservative branch and raising only the detect-score weight to 0.5 at props16 to test whether stronger move-versus-stay change evidence can recover some of the lost non-empty, macro, and recall on the lower-false-change branch without giving up its false-change advantage.
autoresearch/snapshots/20260417T014703Z_hybrid_lookahead_segmental_drop1_boardcands2_ratio95_props16_top12_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v119.py	0.254438	0.828484	0.809644	0.484375	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the active props16-versus-props17 split after v117-v118 showed added move/detect weights are inert on the conservative branch and lowering the proposal budget to 16 while widening move-search breadth from 10 to 12 to test whether the lower-false-change props16 branch is move-search limited and can recover some non-empty, macro, and recall without giving up its false-change advantage.
autoresearch/snapshots/20260417T014811Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v120.py	0.254438	0.884089	0.855756	0.500000	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the active props16-versus-props17 split after v117-v119 showed the conservative branch is inert to added move/detect evidence and wider move search, and lowering the proposal budget to 16 while widening board-state breadth from 2 to 3 to test whether the lower-false-change props16 branch is initial-board limited and can recover some non-empty, macro, and recall without giving up its false-change advantage.
autoresearch/snapshots/20260417T014913Z_hybrid_lookahead_segmental_drop1_boardcands4_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v121.py	0.254438	0.841455	0.824022	0.484375	0.015524	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the improved low-false-change props16 tradeoff from v120 by widening only board-state breadth from 3 to 4 to test whether the conservative branch still has remaining board-candidate headroom after boardcands3 nearly matched v85's non-empty and macro profile while preserving the lower false-change rate.
autoresearch/snapshots/20260417T015020Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_movew0p25_v122.py	0.254438	0.884089	0.855756	0.500000	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the promising low-false-change props16 + boardcands3 tradeoff from v120 and adding only a small move-score weight of 0.25 to test whether explicit legal-move evidence can help choose among the newly useful extra board candidates and recover the remaining non-empty and macro gap to v85 without giving back the false-change win.
autoresearch/snapshots/20260417T015137Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_movew0p5_v123.py	0.254438	0.884089	0.855756	0.500000	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the promising low-false-change props16 + boardcands3 tradeoff from v120 after v122 showed a small move-score weight was inert, and raising only the move-score weight to 0.5 to test whether stronger legal-move evidence can close the remaining non-empty and macro gap to v85 while preserving the lower false-change rate.
autoresearch/snapshots/20260417T015243Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_detectw0p5_v124.py	0.254438	0.884089	0.855756	0.500000	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the promising low-false-change props16 + boardcands3 tradeoff from v120 after v122-v123 showed added move evidence is inert, and raising only the detect-score weight to 0.5 to test whether stronger move-versus-stay change evidence can close the remaining non-empty and macro gap to v85 while preserving the lower false-change rate.
autoresearch/snapshots/20260417T015403Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m10_r0_v125.py	0.254438	0.884089	0.855756	0.500000	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the promising low-false-change props16 + boardcands3 tradeoff from v120 after v121-v124 showed board breadth above 3 and added move/detect evidence were inert or harmful, and raising only the move-score margin to 10.0 to test whether the stronger board-candidate branch has reintroduced a useful acceptance-threshold tradeoff like the neighboring props18 family while preserving the lower false-change rate.
autoresearch/snapshots/20260417T015528Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top10_detect10_minsep2_thresh2_total150_permove125_m9p8957061767578125_r0_v126.py	0.254438	0.884089	0.855756	0.500000	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the promising low-false-change props16 + boardcands3 tradeoff from v120 after v121-v125 showed more board breadth and added move/detect weighting were ineffective, and loosening only the board-change proposal threshold from 3/64 to 2/64 to test whether the conservative branch is still missing a few useful temporal repair proposals even after broadening the initial board candidates.
autoresearch/snapshots/20260417T015632Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props17_top10_detect10_minsep2_thresh3_total150_permove125_m9p8957061767578125_r0_v127.py	0.254438	0.884347	0.856334	0.500000	0.018111	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the promising boardcands3 result on the low-false-change props16 branch from v120-v126 and widening only board-state breadth from 2 to 3 on the current best props17 branch to test whether the extra initial board hypothesis helps the main branch too or whether the boardcands3 gain is specific to the lower proposal-budget regime.
autoresearch/snapshots/20260417T015809Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top10_detect10_minsep2_thresh3_total150_permove125_m9p5_r0_v128.py	0.254438	0.884089	0.855756	0.500000	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the promising low-false-change props16 + boardcands3 tradeoff from v120 after v121-v127 showed added board breadth, thresholds, and score-weight tweaks were inert or harmful, and lowering only the move-score margin from 9.8957061767578125 to 9.5 to test whether the strengthened board-candidate branch still has useful headroom on the more permissive side of the move-acceptance threshold.
autoresearch/snapshots/20260417T015932Z_hybrid_lookahead_segmental_drop1_boardcands3_ratio95_props16_top10_detect10_minsep2_thresh3_total125_permove125_m9p8957061767578125_r0_v129.py	0.254438	0.884089	0.855756	0.500000	0.016818	discard	Hybrid decoder keeps the baseline lookahead path unless a conservative board-only segmental pass wins the current score-gain gates, while following up the promising low-false-change props16 + boardcands3 tradeoff from v120 after v121-v128 showed branch-local score-shaping and proposal-threshold tweaks were inert or harmful, and loosening only the total score-gain gate from 150 to 125 to test whether hybrid selection is still leaving useful conservative repairs on the table in this strengthened board-candidate branch.
